G33,mozzart,FOGGIA,VIRTUS E.,1.72,2
*****************************************
G34,mozzart,FROSINONE,CITTADELLA,1.76,1.95
*****************************************
G35,mozzart,NOVARA,PARMA,1.53,2.35
*****************************************
G36,mozzart,PERUGIA,PESCARA,2.41,1.5
*****************************************
G37,mozzart,SPEZIA,CARPI,1.47,2.5
*****************************************
G38,mozzart,LATVIA,SWITZERLAND,2.41,1.5
*****************************************
G39,mozzart,LEVANGER,ARENDAL,2.11,1.65
*****************************************
G40,mozzart,ATVIDABERG,VARNAMO,2.41,1.5
*****************************************
G41,mozzart,GAIS,ORGRYTE,1.8,1.9
*****************************************
G42,mozzart,NORRBY,VARBERGS BOIS FC,2.41,1.5
*****************************************
G43,mozzart,SALERNITANA,TERNANA,1.69,2.05
*****************************************
G44,mozzart,BENFICA,CSKA,1.6,2.2
*****************************************
G45,mozzart,MAN.UTD.,BASEL,2.29,1.55
*****************************************
G46,mozzart,BAYERN,ANDERLECHT,3.55,1.25
G46,pinnbet,BAYERN M.,ANDERLECHT,3.8,1.25
*****************************************
G47,mozzart,CELTIC,PSG,2.7,1.4
G47,pinnbet,CELTIC,PSG,2.45,1.55
*****************************************
G48,mozzart,ROMA,ATL.MADRID,1.6,2.2
G48,pinnbet,ROMA,ATL. MADRID,1.6,2.35
*****************************************
G49,mozzart,CHELSEA,QARABAG,2.7,1.4
*****************************************
G50,mozzart,BARCELONA,JUVENTUS,1.96,1.75
*****************************************
G51,mozzart,OLYMPIAKOS,SPORTING,1.47,2.5
*****************************************
G52,mozzart,LIVERPOOL,SEVILLA,2.41,1.5
G52,pinnbet,LIVERPOOL,SEVILLA,2.35,1.6
*****************************************
G53,mozzart,MARIBOR,SPARTAK MOSCOW,1.62,2.15
*****************************************
G54,mozzart,FEYENOORD,MAN.CITY,2.41,1.5
*****************************************
G55,mozzart,SHAKHTAR,NAPOLI,2.03,1.7
*****************************************
G56,mozzart,PORTO,BESIKTAS,1.76,1.95
G56,pinnbet,PORTO,BESIKTAS,1.8,2.05
*****************************************
G57,mozzart,RB LEIPZIG,MONACO,2.11,1.65
G57,pinnbet,RB LEIPZIG,MONACO,2.05,1.8
*****************************************
G58,mozzart,REAL MADRID,APOEL NICOSIA,4.7,1.15
*****************************************
G59,mozzart,TOTTENHAM,DORTMUND,2.29,1.55
G59,pinnbet,TOTTENHAM,DORTMUND,2.15,1.7
*****************************************
G60,mozzart,SLAVIA PRAHA,MACCABI T.A.,1.6,2.2
G60,pinnbet,SLAVIA PRAGUE,MACCABI TEL AVIV,1.6,2.35
*****************************************
G61,mozzart,VILLAREAL,ASTANA,2.19,1.6
*****************************************
G62,mozzart,DYNAMO KYIV,SKENDERBEU,2.41,1.5
G62,pinnbet,DYNAMO KIEV,SKENDERBEU,2.6,1.5
*****************************************
G63,mozzart,YOUNG BOYS,PARTIZAN,1.9,1.8
G63,pinnbet,YOUNG BOYS,PARTIZAN,1.9,1.9
*****************************************
G64,mozzart,BUYUKSEHIR,LUDOGORETS,1.69,2.05
*****************************************
G65,mozzart,HOFFENHEIM,BRAGA,2.03,1.7
G65,pinnbet,HOFFENHEIM,BRAGA,2.1,1.75
*****************************************
G66,mozzart,AUSTRIA VIENNA,MILAN,1.96,1.75
G66,pinnbet,AUSTRIA VIENNA,MILAN,2.05,1.8
*****************************************
G67,mozzart,RIJEKA,AEK,1.47,2.5
*****************************************
G68,mozzart,APOLLON LIM.,OLYMPIQUE LYON,1.8,1.9
*****************************************
G69,mozzart,ATALANTA,EVERTON,1.69,2.05
*****************************************
G70,mozzart,COPENHAGEN,LOK.MOSCOW,1.55,2.3
*****************************************
G71,mozzart,ZLIN,SHERIFF TIRASPOL,1.6,2.2
G71,pinnbet,ZLIN,SHERIFF TIRASPOL,1.6,2.35
*****************************************
G72,mozzart,FCSB,PLZEN,1.72,2
*****************************************
G73,mozzart,HAPOEL B.S.,LUGANO,1.69,2.05
*****************************************
G74,mozzart,ARSENAL,KOLN,2.11,1.65
G74,pinnbet,ARSENAL,KOLN,2.25,1.65
*****************************************
G75,mozzart,CRVENA ZVEZDA,BATE BORISOV,1.6,2.2
G75,pinnbet,CRVENA ZVEZDA,BATE BORISOV,1.6,2.35
*****************************************
G76,mozzart,GUIMARAES,SALZBURG,1.76,1.95
G76,pinnbet,GUIMARAES,SALZBURG,1.8,2
*****************************************
G77,mozzart,OLYMPIQUE MARSEILLE,KONYASPOR,1.96,1.75
*****************************************
G78,mozzart,ZORYA,OSTERSUNDS,1.69,2.05
*****************************************
G79,mozzart,HERTHA,ATH.BILBAO,1.69,2.05
*****************************************
G80,mozzart,VITESSE,LAZIO,1.85,1.85
G80,pinnbet,VITESSE,LAZIO,1.9,1.9
*****************************************
G81,mozzart,ZULTE-WAREGEM,NICE,1.85,1.85
*****************************************
G82,mozzart,SOCIEDAD,ROSENBORG,2.29,1.55
*****************************************
G83,mozzart,VARDAR,ZENIT,1.9,1.8
*****************************************
G84,mozzart,ORENBURG,KRYLYA SOVETOV,1.47,2.5
*****************************************
G85,mozzart,THROTTUR R.,LEIKNIR F.,2.55,1.45
*****************************************
G86,mozzart,DUMBARTON,CONNAH'S QN,2.41,1.5
*****************************************
G87,mozzart,ROSKILDE,VENDSYSSEL,2.03,1.7
*****************************************
G88,mozzart,BLACKPOOL,WIMBLEDON,1.69,2.05
*****************************************
G89,mozzart,BURY,SCUNTHORPE,1.85,1.85
*****************************************
G90,mozzart,DONCASTER,PETERBOROUGH,2.03,1.7
*****************************************
G91,mozzart,GILLINGHAM,SHREWSBURY,1.8,1.9
*****************************************
G92,mozzart,MILTON KEYNES DONS,OXFORD,1.8,1.9
*****************************************
G93,mozzart,OLDHAM,CHARLTON,1.62,2.15
*****************************************
G94,mozzart,SOUTHEND,ROCHDALE,1.9,1.8
*****************************************
G95,mozzart,WALSALL,PLYMOUTH,1.76,1.95
*****************************************
G96,mozzart,CAMBRIDGE,COLCHESTER,1.9,1.8
*****************************************
G97,mozzart,PORT VALE,NOTTS COUNTY,2.03,1.7
*****************************************
G98,mozzart,EXETER,NEWPORT,1.9,1.8
*****************************************
G99,mozzart,CARLISLE,MANSFIELD,1.96,1.75
*****************************************
G100,mozzart,GRIMSBY,CREWE,1.85,1.85
*****************************************
G101,mozzart,WYCOMBE,FOREST GREEN,1.96,1.75
*****************************************
G102,mozzart,SWINDON,BARNET,1.96,1.75
*****************************************
G103,mozzart,CHELTENHAM,STEVENAGE,1.9,1.8
*****************************************
G104,mozzart,LINCOLN CITY,LUTON,2.03,1.7
*****************************************
G105,mozzart,CHESTERFIELD,COVENTRY,1.9,1.8
*****************************************
G106,mozzart,MORECAMBE,ACCRINGTON,1.96,1.75
*****************************************
G107,mozzart,CRAWLEY TOWN,YEOVIL,1.96,1.75
*****************************************
G108,mozzart,SUTTON UNITED,MAIDENHEAD,1.96,1.75
*****************************************
G109,mozzart,MACCLESFIELD,WOKING,1.9,1.8
*****************************************
G110,mozzart,LEYTON,GUISELEY,2.03,1.7
*****************************************
G111,mozzart,HARTLEPOOL,MAIDSTONE UTD,1.8,1.9
*****************************************
G112,mozzart,HALIFAX,FYLDE,2.03,1.7
*****************************************
G113,mozzart,EBBSFLEET,EASTLEIGH,1.85,1.85
*****************************************
G114,mozzart,WREXHAM,BROMLEY,1.8,1.9
*****************************************
G115,mozzart,DAG & RED,GATESHEAD,1.96,1.75
*****************************************
G116,mozzart,BARROW,BOREHAM WOOD,1.8,1.9
*****************************************
G117,mozzart,TORQUAY,CHESTER,2.03,1.7
*****************************************
G118,mozzart,ALDERSHOT,SOLIHULL,2.19,1.6
*****************************************
G119,mozzart,WHITEHAWK,POOLE,1.9,1.8
*****************************************
G120,mozzart,CHELMSFORD CITY,BOGNOR REGIS TOWN,2.41,1.5
*****************************************
G121,mozzart,WESTON,HAVANT&WAT.,2.41,1.5
*****************************************
G122,mozzart,BATH CITY,WELLING UTD.,2.29,1.55
*****************************************
G123,mozzart,THURROCK,WEALDSTONE,2.41,1.5
*****************************************
G124,mozzart,EASTBOURNE,CHIPPENHAM,2.41,1.5
*****************************************
G125,mozzart,HAMEL,TRURO CITY,2.41,1.5
*****************************************
G126,mozzart,HAMPTON&R.,DARTFORD,2.03,1.7
*****************************************
G127,mozzart,ST.ALBANS,GLOUCESTER CITY,2.19,1.6
*****************************************
G128,mozzart,OXFORD CITY,BRAINTREE,2.41,1.5
*****************************************
G129,mozzart,HUNGERFORD,CONCORD,2.11,1.65
*****************************************
G130,mozzart,STOCKPORT,BRADFORD P.A.,2.11,1.65
*****************************************
G131,mozzart,TELFORD,B.SPARTANS,1.96,1.75
*****************************************
G132,mozzart,CHORLEY,YORK,1.96,1.75
*****************************************
G133,mozzart,NUNEATON,ALFRETON,2.19,1.6
*****************************************
G134,mozzart,SPENNYMOOR,GAINSBOROUGH,2.29,1.55
*****************************************
G135,mozzart,KIDDERMINSTER,BOSTON UNITED,2.19,1.6
*****************************************
G136,mozzart,FERRIBY,TAMWORTH,2.19,1.6
*****************************************
G137,mozzart,MANCHESTER,LEAMINGTON,2.29,1.55
*****************************************
G138,mozzart,CURZON,SALFORD CITY,2.11,1.65
*****************************************
G139,mozzart,HARROGATE T.,BRACKLEY TOWN,2.03,1.7
*****************************************
G140,mozzart,PORTIMONENSE,CHAVES,1.6,2.2
*****************************************
G141,mozzart,SPARTAK M.II,ENERGIYA V.,1.6,2.2
*****************************************
G142,mozzart,TAMBOV,OLIMPIETS,1.69,2.05
*****************************************
G143,mozzart,CRUSADERS,MOTHERWELL M20,2.25,1.5
*****************************************
G144,mozzart,PETERHEAD,ANAN ATHLETIC,2.41,1.5
*****************************************
G145,mozzart,DUNDEE UTD.,ALLOA,2.9,1.35
*****************************************
G146,mozzart,BERWICK,QUEEN OF S.,2.55,1.45
*****************************************
G147,mozzart,ST.MIRREN,HEARTS M20,2.7,1.4
*****************************************
G148,mozzart,HAMILTON M20,COVE,2.37,1.45
*****************************************
G149,mozzart,ABERDEEN M20,INVERNESS,2.41,1.5
*****************************************
G150,mozzart,BUCKIE,DUNFERMLINE,2.9,1.35
*****************************************
G151,mozzart,RAITH,ROSS COUNTY M20,2.41,1.5
*****************************************
G152,mozzart,ELGIN,BRAY,2.41,1.5
*****************************************
G153,mozzart,DEGERFORS,BROMMAPOJKARNA,2.29,1.55
*****************************************
G154,mozzart,WESTERLO,LEUVEN,2.11,1.65
*****************************************
G155,mozzart,BALTIKA,KUBAN,1.55,2.3
*****************************************
G156,mozzart,ZENIT II,FAKEL,1.6,2.2
*****************************************
G157,mozzart,BRESCIA,PALERMO,1.69,2.05
*****************************************
G158,mozzart,GABON,IVORY COAST,1.41,2.7
G158,pinnbet,GABON,IVORY COAST,1.4,2.7
*****************************************
G159,mozzart,FINLAND,ICELAND,1.53,2.35
*****************************************
G160,mozzart,GEORGIA,R.IRELAND,1.55,2.3
G160,pinnbet,GEORGIA,IRELAND,1.6,2.3
*****************************************
G161,mozzart,ALBANIA,LIECHTENSTEIN,2.7,1.4
G161,pinnbet,ALBANIA,LIECHTENSTEIN,2.9,1.35
*****************************************
G162,mozzart,SERBIA,MOLDOVA,2.29,1.55
*****************************************
G163,mozzart,BYTOVIA BYTOW,POGON SIEDLCE,1.76,1.95
*****************************************
G164,mozzart,FALKENBERG,GEFLE,2.19,1.6
*****************************************
G165,mozzart,TRANMERE,DOVER ATHLETIC,1.8,1.9
*****************************************
G166,mozzart,STOMIL,LECCZNA BOGDANKA,1.85,1.85
*****************************************
G167,mozzart,RIO AVE,PIEDADE,1.76,1.95
*****************************************
G168,mozzart,RKC WAALWIJK,DE GRAAFSCHAP,2.41,1.5
*****************************************
G169,mozzart,CERCLE BRUGGE,LIERSE,2.19,1.6
*****************************************
G170,mozzart,WALES,AUSTRIA,1.55,2.3
*****************************************
G171,mozzart,UKRAINE,TURKEY,1.55,2.3
G171,pinnbet,UKRAINE,TURKEY,1.6,2.3
*****************************************
G172,mozzart,SPAIN,ITALY,1.55,2.3
*****************************************
G173,mozzart,CROATIA,KOSOVO,4.7,1.15
G173,pinnbet,GROTTA,KOPAVOGUR,2.2,1.6
*****************************************
G174,mozzart,CYPRUS,B&H,1.72,2
*****************************************
G175,mozzart,GREECE,ESTONIA,1.53,2.35
*****************************************
G176,mozzart,HAUKAR,LEIKNIR,2.19,1.6
G176,pinnbet,HAMBURGER,RB LEIPZIG,1.9,1.9
*****************************************
G177,mozzart,O'HIGGINS,SANTIAGO W.,1.8,1.9
*****************************************
G178,mozzart,VENEZUELA,COLOMBIA,1.96,1.75
G178,pinnbet,VENEZUELA,COLOMBIA,1.95,1.85
*****************************************
G179,mozzart,CHILE,PARAGUAY,1.96,1.75
*****************************************
G180,mozzart,URUGUAY,ARGENTINA,1.9,1.8
G180,pinnbet,URUGUAY,ARGENTINA,1.9,1.9
*****************************************
G181,mozzart,BRAZIL,ECUADOR,2.19,1.6
*****************************************
G182,mozzart,PUMAS UNAM,CELAYA,1.8,1.9
*****************************************
G183,mozzart,PERU,BOLIVIA,2.03,1.7
G183,pinnbet,PERU,BOLIVIA,2,1.8
*****************************************
G184,mozzart,NEW ZEALAND,SOLOMON I.,2.9,1.35
G184,pinnbet,NEW ZEALAND,SOLOMON ISLANDS,2.7,1.4
*****************************************
G185,mozzart,KAZAKHSTAN M21,MONTENEGRO M21,1.69,2.05
*****************************************
G186,mozzart,SLOVENIA M21,LUXEMBOURG M21,2.29,1.55
*****************************************
G187,mozzart,LATVIA M21,UKRAINE M21,1.72,2
G187,pinnbet,LATVIA U21,UKRAINE U21,1.75,2
*****************************************
G188,mozzart,ESTONIA M21,SLOVAKIA M21,1.72,2
G188,pinnbet,ESTONIA U21,SLOVAKIA U21,1.85,1.9
*****************************************
G189,mozzart,B&H M21,ROMANIA M21,1.69,2.05
G189,pinnbet,B&H U21,SLOVAKIA U21,1.85,1.9
*****************************************
G190,mozzart,HAKA,E.I.F.,2.11,1.65
*****************************************
G191,mozzart,TPS,AC OULU,1.9,1.8
*****************************************
G192,mozzart,GHANA,CONGO,1.6,2.2
G192,pinnbet,GHANA,CONGO,1.5,2.5
*****************************************
G193,mozzart,CYPRUS M21,MALTA M21,1.72,2
G193,pinnbet,CYPRUS U21,MALTA U21,1.9,1.85
*****************************************
G194,mozzart,NETHERLANDS M21,ENGLAND M21,1.8,1.9
G194,pinnbet,F. ISLANDS U21,DENMARK U21,2.7,1.4
*****************************************
G195,mozzart,GEORGIA M21,POLAND M21,1.8,1.9
G195,pinnbet,SERBIA U21,ENGLAND U21,2,1.75
*****************************************
G196,mozzart,SERBIA M21,GIBRALTAR M21,4.7,1.15
*****************************************
G197,mozzart,BELARUS M21,GREECE M21,1.47,2.5
*****************************************
G198,mozzart,NIGERIA,CAMEROON,1.6,2.2
*****************************************
G199,mozzart,KAZAKHSTAN,MONTENEGRO,1.69,2.05
*****************************************
G200,mozzart,SWITZERLAND M21,WALES M21,1.8,1.9
G200,pinnbet,SWITZERLAND U21,MALTA U21,1.9,1.85
*****************************************
G201,mozzart,KOSOVO M21,NORWAY M21,2.41,1.5
G201,pinnbet,TZV KOSOVO U21,NORWAY U21,2.4,1.5
*****************************************
G202,mozzart,MARITIMO,ESTORIL,1.6,2.2
*****************************************
G203,mozzart,OSTERS,IK FREJ,2.41,1.5
*****************************************
G204,mozzart,BOULOGNE,BEZIERS,1.62,2.15
*****************************************
G205,mozzart,CHOLET,MARSEILLE C.,1.76,1.95
*****************************************
G206,mozzart,CONCARNEAU,LYON DUCHERE,1.53,2.35
*****************************************
G207,mozzart,CRETEIL,GRENOBLE,1.55,2.3
*****************************************
G208,mozzart,PAU,AVRANCHES,1.55,2.3
*****************************************
G209,mozzart,RODEZ,CHAMBLY,1.55,2.3
*****************************************
G210,mozzart,ENTENTE,HERBIERS,1.6,2.2
*****************************************
G211,mozzart,DORDRECHT,EMMEN,2.29,1.55
*****************************************
G212,mozzart,HELMOND,GO AHEAD,2.29,1.55
*****************************************
G213,mozzart,PSV II,AJAX II,2.55,1.45
*****************************************
G214,mozzart,UTRECHT II,AZ ALKMAR II,2.55,1.45
*****************************************
G215,mozzart,MVV,DEN BOSCH,2.55,1.45
*****************************************
G216,mozzart,NEC,EINDHOVEN,2.9,1.35
*****************************************
G217,mozzart,FORTUNA S.,ALMERE,2.7,1.4
*****************************************
G218,mozzart,TELSTAR,OSS,2.55,1.45
*****************************************
G219,mozzart,ROESELARE,BEERSCHOT WILRIJK,2.15,1.55
*****************************************
G220,mozzart,CAPE VERDE,S.AFRICA,1.47,2.5
G220,pinnbet,CAPE VERDE,SOUTH AFRICA,1.5,2.5
*****************************************
G221,mozzart,LITHUANIA,SCOTLAND,1.55,2.3
G221,pinnbet,LITHUANIA,SCOTLAND,1.6,2.3
*****************************************
G222,mozzart,SAN MARINO,N.IRELAND,2.7,1.4
*****************************************
G223,mozzart,DENMARK,POLAND,1.8,1.9
*****************************************
G224,mozzart,CZECH R.,GERMANY,1.96,1.75
G224,pinnbet,CZECH REPUBLIC,GERMANY,2,1.8
*****************************************
G225,mozzart,ROMANIA,ARMENIA,1.8,1.9
G225,pinnbet,ROMANIA,ARMENIA,1.9,1.9
*****************************************
G226,mozzart,MALTA,ENGLAND,3.2,1.3
*****************************************
G227,mozzart,SLOVAKIA,SLOVENIA,1.55,2.3
*****************************************
G228,mozzart,NORWAY,AZERBAIJAN,1.55,2.3
*****************************************
G229,mozzart,BOHEMIANS D.,GALWAY,1.72,2
*****************************************
G230,mozzart,DUNDALK,ST.PATRICK'S,2.29,1.55
*****************************************
G231,mozzart,SHAMROCK,CORK CITY,1.69,2.05
*****************************************
G232,mozzart,LIMERICK,FINN HARPS,1.85,1.85
*****************************************
G233,mozzart,ATHLONE,COBH RAMBLERS,2.7,1.4
*****************************************
G234,mozzart,WATERFORD,SHELBOURNE,1.9,1.8
*****************************************
G235,mozzart,UCD,WEXFORD,2.11,1.65
*****************************************
G236,mozzart,CABINTEELY,LONGFORD,1.69,2.05
*****************************************
G237,mozzart,STRANRAER,PARTICK M20,2.25,1.5
G237,pinnbet,STRANRAER,PARTICK U20,2.35,1.55
*****************************************
G238,mozzart,MOROCCO,MALI,1.47,2.5
*****************************************
G239,mozzart,TUNISIA,DR CONGO,1.47,2.5
G239,pinnbet,TUNISIA,D.R. CONGO,1.6,2.2
*****************************************
G240,mozzart,USA,COSTA RICA,1.62,2.15
G240,pinnbet,USA,COSTA RICA,1.6,2.3
*****************************************
G241,mozzart,TRINIDAD,HONDURAS,1.6,2.2
*****************************************
G242,mozzart,MEXICO,PANAMA,1.8,1.9
G242,pinnbet,MEXICO,PANAMA,1.8,1.95
*****************************************
G243,mozzart,YAMAGATA,OKAYAMA,1.6,2.2
*****************************************
G244,mozzart,KAMATAMARE,FUKUOKA,1.72,2
*****************************************
G245,mozzart,KYOTO PURPLE SANGA,YAMAGUCHI,1.85,1.85
*****************************************
G246,mozzart,JEF UNITED,TOKYO VERDY,2.03,1.7
*****************************************
G247,mozzart,MITO HOLLYHOCK,NAGOYA GE,1.96,1.75
*****************************************
G248,mozzart,YAMAGA,TOKUSHIMA,1.8,1.9
*****************************************
G249,mozzart,KANAZAWA,V-VAREN NAGASAKI,1.62,2.15
*****************************************
G250,mozzart,OITA TRINITA,KUSATSU,1.96,1.75
*****************************************
G251,mozzart,KUMAMOTO,M.ZELVIA,1.69,2.05
*****************************************
G252,mozzart,BELLMARE S.,YOKOHAMA FC,1.69,2.05
*****************************************
G253,mozzart,GWANGJU SANGMU,JEJU UNITED,1.76,1.95
*****************************************
G254,mozzart,DYNAMO SPB,VOLGAR A.,1.6,2.2
*****************************************
G255,mozzart,ENISEY,ROTOR,1.85,1.85
*****************************************
G256,mozzart,SIBIR,TOMSK,1.55,2.3
*****************************************
G257,mozzart,TYUMEN,KHIMKI,1.53,2.35
*****************************************
G258,mozzart,BRADFORD,BRISTOL ROVERS,1.8,1.9
*****************************************
G259,mozzart,SHINNIK,KURSK,1.6,2.2
*****************************************
G260,mozzart,DUNKERQUE,LAVAL,1.55,2.3
*****************************************
G261,mozzart,ZAMBIA,ALGERIA,1.47,2.5
*****************************************
G262,mozzart,ODRA OPOLE,CHOJNICZANKA,1.85,1.85
*****************************************
G263,mozzart,CHICO,LEONES,1.69,2.05
G263,pinnbet,CHICO,LEONES,1.8,1.9
*****************************************
G264,mozzart,CURICO UNIDO,PALESTINO,1.72,2
G264,pinnbet,CURICO UNIDO,PALESTINO,1.65,2.1
*****************************************
G265,mozzart,TIJUANA,ATLANTE,2.03,1.7
*****************************************
G266,mozzart,GUADALAJARA,SANTOS LAGUNA,1.76,1.95
G266,pinnbet,GUADALAJARA,SANTOS LAGUNA,1.75,2
*****************************************
G267,mozzart,CIMARRONES,QUERETARO,1.76,1.95
G267,pinnbet,CIMARRONES DE SONORA,QUERETARO,1.85,1.9
*****************************************
G268,mozzart,CEREZO OSAKA,URAWA RD,2.29,1.55
*****************************************
G269,mozzart,KAWASAKI F.,TOKYO,2.03,1.7
*****************************************
G270,mozzart,VISSEL KOBE,GAMBA OSAKA,1.9,1.8
*****************************************
G271,mozzart,VEGALTA SENDAI,KASHIMA A.,2.03,1.7
*****************************************
G272,mozzart,AREMA,PSM,1.64,2
*****************************************
G273,mozzart,PS TNI,BARITO PUTERA,2.37,1.45
*****************************************
G274,mozzart,CHITA,IRTYSH OMSK,1.9,1.8
*****************************************
G275,mozzart,VANLOSE,FREMAD AMAGER,2.7,1.35
*****************************************
G276,mozzart,VARDE,HORSENS,3.6,1.2
*****************************************
G277,mozzart,NORRESUNDBY,SKIVE,2.9,1.3
*****************************************
G278,mozzart,RKG,FREDERICIA,2.37,1.45
*****************************************
G279,mozzart,SOLIN,SIBENIK,1.8,1.9
G279,pinnbet,SOLIN,SIBENIK,1.8,1.9
*****************************************
G280,mozzart,KUSTOSIJA,RADNIK S.,1.96,1.75
*****************************************
G281,mozzart,LUCKO,NOVIGRAD,1.69,2.05
*****************************************
G282,mozzart,HNK GORICA,DUGOPOLJE,1.8,1.9
*****************************************
G283,mozzart,ARNA BJORNAR W,BODO W,2.41,1.5
*****************************************
G284,mozzart,ORN W,VOLERENGA W,2.03,1.7
*****************************************
G285,mozzart,CALAHORRA,REAL UNION,1.72,2
*****************************************
G286,mozzart,BUNKEFLO W,ROSENGARD W,2.5,1.4
*****************************************
G287,mozzart,BRONSHOJ,NAESTVED,2.06,1.6
*****************************************
G288,mozzart,HB KOGE,NYKOBING,1.91,1.7
*****************************************
G289,mozzart,AMERICA QUITO,GUALACEO,1.6,2.2
*****************************************
G290,mozzart,BADALONA,ELCHE,1.9,1.8
*****************************************
G291,mozzart,PENA,MIRANDES,1.9,1.8
*****************************************
G292,mozzart,DJURGARDEN W,HAMMARBY W,1.8,1.8
*****************************************
G293,mozzart,SUNRED BEACH,OTTERUP,2.15,1.55
*****************************************
G294,mozzart,THOR,KEFLAVIK,2.29,1.55
*****************************************
G295,mozzart,SELFOSS,FYLKIR,2.11,1.65
*****************************************
G296,mozzart,HAJDUK II,DINAMO Z.II,1.8,1.9
G296,pinnbet,HAJDUK II,DINAMO Z. II,1.8,1.9
*****************************************
G297,mozzart,DRAGOVOLJAC,VARAŽDIN,1.8,1.9
*****************************************
G298,mozzart,KR REYKJAVIK W,BREIDABLIK W,3.2,1.25
*****************************************
G299,mozzart,GRINDAVIK W,VALUR W,2.9,1.3
*****************************************
G300,mozzart,IR REYKJAVIK,HK KOPAVOGUR,2.41,1.5
G300,pinnbet,IR REYKJAVIK,KOPAVOGUR,2.2,1.6
*****************************************
G301,mozzart,LEIOA,SANTANDER,1.8,1.9
*****************************************
G302,mozzart,GIMNASTICA SEGOVIANA,PONTEVEDRA,1.85,1.85
*****************************************
G303,mozzart,UD LOGRONES,REAL AVILA,4,1.2
*****************************************
G304,mozzart,LLEIDA E.,MELILLA,1.76,1.95
*****************************************
G305,mozzart,OLIMPIC XATIVA,UE OLOT,1.8,1.9
*****************************************
G306,mozzart,PONFERRADINA,RAPIDO,1.76,1.95
*****************************************
G307,mozzart,MAJADAHONDA,UNION ADARVE,1.96,1.75
*****************************************
G308,mozzart,LORCA,VILLANOVENSE,1.72,2
*****************************************
G309,mozzart,HAUKAR W,FYLKIR W,2.25,1.5
*****************************************
G310,mozzart,GROTTA,FRAM,2.29,1.55
*****************************************
G311,mozzart,CARTAGENA,UCAM MURCIA,1.76,1.95
*****************************************
G312,mozzart,LDU PORTOVIEJO,CD SANTA RITA,1.53,2.35
*****************************************
G313,mozzart,OLMEDO,CD COLON,1.6,2.2
*****************************************
G314,mozzart,AUDAX ITALIANO,UNIVERSITAD CHILE,2.03,1.7
*****************************************
G315,mozzart,LONDRINA,FLUMINENSE,1.6,2.2
*****************************************
G316,mozzart,INTERNACIONAL,ATLETICO MINEIRO,1.9,1.8
*****************************************
G317,mozzart,DEPORTIVO CAPIATA,CERRO PORTENO,1.85,1.85
G317,pinnbet,DEPORTIVO CAPIATA,CERRO PORTENO,1.85,1.85
*****************************************
G318,mozzart,UNION SAN FELIPE,UNION TEMUCO,1.62,2.15
*****************************************
G319,mozzart,IBERIA,COLO COLO,2.55,1.45
*****************************************
G320,mozzart,SANTA FE,INDEPENDIENTE MEDELIN,1.62,2.15
*****************************************
G321,mozzart,ATLAS,AMERICA,1.76,1.95
G321,pinnbet,ATLAS,CLUB AMERICA,1.7,2.05
*****************************************
G322,mozzart,OAXACA,LEON,2.03,1.7
